108.92,34.63,1.0,0.426127269178216,2343.63333333333,-1.189677419,975.996129,66.45451613,1.87483871,154.506774194
108.92,34.63,8.0,0.419363654108921,2364.51666666667,29.40419355,957.5087097,60.38225806,2.793548387,39.781612903
108.92,34.63,11.0,0.416464961936365,2373.46666666666,7.731333333,973.6703333,70.512,1.587666667,86.808
108.23,34.55,4.0,0.423228577005661,2352.58333333333,16.427,940.4566667,57.21966667,2.234333333,61.5746666666667
108.23,34.55,9.0,0.418397423384735,2367.5,19.58433333,942.6673333,71.99333333,1.767,24.5746666666667
108.45,34.28,5.0,0.422262346281476,2355.56666666667,20.81193548,961.4629032,64.31645161,2.460645161,45.2322580645161
108.72,34.4,4.0,0.423228577005661,2352.58333333333,16.575,958.8433333,61.149,3.049666667,47.6703333333333
108.72,34.4,7.0,0.420329884833106,2361.53333333333,27.60935484,949.3096774,74.92193548,3.122903226,28.2396774193548
108.72,34.4,8.0,0.419363654108921,2364.51666666667,28.55870968,951.676129,64.89419355,2.861290323,32.6435483870968
108.12,35.02,9.0,0.418397423384735,2367.5,16.86333333,912.554,76.24333333,2.130333333,24.5746666666667
108.07,34.28,3.0,0.424194807729846,2349.6,11.96516129,955.4135484,64.09677419,2.338387097,95.460967742
108.07,34.28,4.0,0.423228577005661,2352.58333333333,16.26533333,953.444,63.928,2.494333333,47.757333333
108.82,34.55,3.0,0.424194807729846,2349.6,12.48,964.7374194,63.25032258,2.801935484,106.951935484
108.82,34.55,4.0,0.423228577005661,2352.58333333333,16.687,959.7903333,64.06333333,2.900666667,56.587
108.82,34.55,5.0,0.422262346281476,2355.56666666667,20.86064516,960.5664516,65.28225806,2.782258065,57.453225806
108.55,34.82,9.0,0.418397423384735,2367.5,16.54666667,902.529,78.21233333,2.378333333,20.208333333
108.55,34.82,11.0,0.416464961936365,2373.46666666666,4.508333333,906.846,68.87166667,2.382333333,53.68
108.22,34.25,4.0,0.423228577005661,2352.58333333333,15.83,958.3133333,67.76666667,2.343333333,47.757333333
108.15,34.7,9.0,0.418397423384735,2367.5,17.22666667,904.4066667,71.73333333,1.633333333,24.5746666666667
109.23,34.4,7.0,1.22075190084789,7984.03916666667,27.89064516,954.2912903,73.06967742,2.802580645,28.091935484
