-0.32415324,-0.19598618,-0.16167128,0.045428634,0.9810909,0.68027157,0.30552933,-0.5135372,5.070345401763916
-0.17914951,-0.20262533,-0.2309435,0.16666661,0.8225705,0.6842572,0.24862555,-0.31735966,4.612917900085449
-0.12655604,-0.21698686,-0.27993345,0.17377374,0.7793764,0.5751394,0.25684124,-0.30209154,4.080486297607422
-0.18102898,-0.15641795,-0.29038638,0.10383566,0.82037693,0.4095603,0.31559262,-0.30373865,3.6548843383789062
-0.24079046,-0.14210096,-0.3070073,0.08735627,0.85794246,0.3675182,0.3620157,-0.32962367,3.5967392921447754
-0.3309281,-0.120098315,-0.34270126,0.074381605,0.9081625,0.31712025,0.3950973,-0.3771498,3.4687514305114746
-0.3896142,-0.08379207,-0.4073856,-0.13321176,1.2659613,0.35686457,0.44877177,-0.6668339,3.874849557876587
-0.4308833,-0.1711674,-0.34121573,0.096811324,1.0863614,0.40494436,0.4785126,-0.51098543,4.3937153816223145
-0.8724649,-0.8861113,0.14830343,0.09890844,0.29677504,0.95974165,0.4925398,-0.47573218,4.6608805656433105
-0.84648097,-0.7719634,0.08700645,0.14647835,0.23438816,1.0358237,0.50774115,-0.3929573,4.58629035949707
-0.78210163,-0.72660625,0.048776142,0.11391255,0.19295786,0.9993388,0.6002305,-0.35372573,4.122200012207031
-0.5598232,-0.83344483,-0.083397806,0.10027538,0.22891188,0.8792863,0.5789428,-0.3249918,3.4364986419677734
-0.5905669,-0.86514896,-0.07722828,0.06562106,0.22670926,0.84513944,0.58306104,-0.3410273,3.318096160888672
-0.62507594,-0.87651557,0.005772233,0.028206296,0.21495345,0.8269408,0.6497763,-0.33730105,3.407548666000366
-0.87648,-0.9635336,0.25407904,-0.14267942,0.30844262,0.7835761,0.7853796,-0.6228821,4.048994064331055
-0.9651121,-1.0113854,0.2656113,-0.1858152,0.4566929,0.76694566,0.69626784,-0.7765874,4.437472820281982
-1.1078999,-1.0848695,0.2358707,-0.23467085,0.62418854,0.7255692,0.6217817,-0.9356824,4.5479559898376465
-1.3376796,-0.87384856,0.19809408,-0.23911338,0.85620743,0.5047077,0.7748101,-0.64178383,5.0308380126953125
-1.1552589,-0.8323307,0.27281547,-0.2030106,0.62799466,0.51322174,0.83546686,-0.5552705,4.569434642791748
-1.0634267,-0.74848384,0.2564283,-0.09298214,0.5265095,0.4864781,0.7767641,-0.50811416,4.539151191711426
-0.9931096,-0.70159096,0.22093494,-0.098356664,0.46209958,0.4831313,0.7025483,-0.44287357,4.128567695617676
-0.9987643,-0.5892655,0.11097664,-0.0073643364,0.45430213,0.428007,0.6877585,-0.49123657,3.814077615737915
-1.0718328,-0.52865726,0.0041248687,0.050240427,0.4493556,0.41835552,0.6951943,-0.5844853,3.5105695724487305
-1.0260024,-0.6542209,0.019111674,-0.071919546,0.39332986,0.52988183,0.77949196,-0.5983709,3.347313642501831
-1.2162149,-0.58419573,0.025950886,-0.017579742,0.38653237,0.54075044,0.7892593,-0.7407307,3.4886438846588135
-1.2840261,-0.6685564,0.10831539,-0.056654405,0.29332507,0.5432991,0.88182133,-0.81272763,3.2782387733459473
-1.3215306,-0.7371309,0.1498709,-0.0489793,0.34326038,0.70285517,0.9607098,-0.87811166,4.047621250152588
-1.342737,-0.8425947,0.23070382,-0.053309858,0.33921996,0.8492101,0.9744066,-0.926941,4.558298110961914
-0.09331181,-0.09080299,-0.7326374,0.6881516,0.55085135,1.2655165,-0.05127068,-0.02164156,4.49558162689209
-0.68620074,-0.26632097,0.050695904,-0.05177564,0.9471097,0.25780708,0.5275878,-0.80731195,4.6621317863464355
-0.6915662,-0.2846789,-0.04975226,0.03801851,0.86376387,0.29471982,0.4730953,-0.7351209,4.463034629821777
-0.6001215,-0.28361467,-0.11806683,0.076461,0.76550317,0.20484544,0.45428577,-0.6339774,3.747598648071289
